customer_id,customer_name,region_id,industry,segment,company_size,current_seats,seat_utilization_percent
483,Customer_483,3,Manufacturing,Enterprise,Small,4687,97
484,Customer_484,1,Technology,Enterprise,Strategic,865,93
485,Customer_485,4,Finance,SMB,Medium,3789,35
486,Customer_486,3,Technology,SMB,Large,2522,55
487,Customer_487,3,Manufacturing,SMB,Medium,2101,45
488,Customer_488,3,Manufacturing,SMB,Medium,474,85
489,Customer_489,1,Technology,Enterprise,Strategic,3566,46
490,Customer_490,2,Retail,SMB,Strategic,688,51
491,Customer_491,3,Technology,Mid-Market,Medium,126,36
492,Customer_492,2,Education,Enterprise,Small,3963,44
493,Customer_493,3,Healthcare,Enterprise,Strategic,895,75
494,Customer_494,1,Retail,SMB,Small,1140,53
495,Customer_495,3,Manufacturing,Enterprise,Medium,1394,91
496,Customer_496,2,Technology,Enterprise,Medium,3422,91
497,Customer_497,3,Education,Mid-Market,Medium,1058,84
498,Customer_498,1,Finance,SMB,Large,2079,70
499,Customer_499,2,Retail,SMB,Medium,269,73
500,Customer_500,1,Finance,Mid-Market,Strategic,3259,72
501,Customer_501,4,Manufacturing,SMB,Small,973,65
502,Customer_502,3,Healthcare,Enterprise,Strategic,4377,36
503,Customer_503,3,Retail,SMB,Medium,4706,88
504,Customer_504,1,Retail,Enterprise,Small,3908,44
505,Customer_505,1,Technology,Mid-Market,Large,2197,62
506,Customer_506,4,Manufacturing,Mid-Market,Small,4154,88
507,Customer_507,3,Technology,Mid-Market,Small,4445,54
508,Customer_508,2,Retail,Mid-Market,Strategic,4238,61
509,Customer_509,3,Manufacturing,Mid-Market,Medium,4854,43
510,Customer_510,1,Education,Enterprise,Strategic,524,66
511,Customer_511,2,Technology,Enterprise,Medium,500,74
512,Customer_512,4,Healthcare,SMB,Large,142,55
513,Customer_513,2,Manufacturing,Mid-Market,Small,1417,82
514,Customer_514,4,Healthcare,SMB,Small,290,77
515,Customer_515,4,Education,SMB,Large,2204,44
516,Customer_516,2,Healthcare,Enterprise,Large,504,98
517,Customer_517,2,Manufacturing,SMB,Small,892,49
518,Customer_518,2,Technology,Mid-Market,Large,410,36
519,Customer_519,2,Technology,SMB,Strategic,3187,54
520,Customer_520,2,Education,SMB,Large,1889,76
521,Customer_521,3,Technology,SMB,Small,2272,44
522,Customer_522,1,Education,Enterprise,Strategic,1519,63
523,Customer_523,3,Technology,SMB,Strategic,2362,74
524,Customer_524,2,Healthcare,SMB,Large,115,82
525,Customer_525,3,Retail,Mid-Market,Medium,2037,94
526,Customer_526,2,Technology,Mid-Market,Small,4527,66
527,Customer_527,1,Healthcare,Enterprise,Strategic,1958,79
528,Customer_528,2,Retail,Enterprise,Strategic,2569,48
529,Customer_529,2,Manufacturing,Mid-Market,Small,4080,42
530,Customer_530,4,Manufacturing,Mid-Market,Strategic,409,64
531,Customer_531,2,Manufacturing,Mid-Market,Small,745,47
532,Customer_532,4,Manufacturing,Enterprise,Medium,4898,42
533,Customer_533,3,Education,SMB,Large,2439,68
534,Customer_534,3,Finance,Enterprise,Medium,2655,92
535,Customer_535,2,Technology,Enterprise,Strategic,1165,48
536,Customer_536,4,Technology,SMB,Large,3867,75
537,Customer_537,3,Education,Mid-Market,Small,1750,92
538,Customer_538,3,Manufacturing,SMB,Small,790,55
539,Customer_539,2,Technology,SMB,Medium,1811,76
540,Customer_540,1,Manufacturing,Mid-Market,Large,2964,85
541,Customer_541,4,Education,SMB,Medium,1474,38
542,Customer_542,1,Finance,Enterprise,Small,825,94
543,Customer_543,2,Finance,Mid-Market,Large,555,63
544,Customer_544,1,Technology,Enterprise,Medium,738,68
545,Customer_545,1,Healthcare,Enterprise,Small,3682,51
546,Customer_546,2,Retail,Mid-Market,Strategic,3826,41
547,Customer_547,4,Manufacturing,Mid-Market,Medium,4114,38
548,Customer_548,2,Healthcare,Mid-Market,Strategic,2949,62
549,Customer_549,2,Manufacturing,Mid-Market,Strategic,1267,39
550,Customer_550,1,Technology,Mid-Market,Strategic,3425,96
551,Customer_551,2,Manufacturing,SMB,Medium,1174,88
552,Customer_552,4,Manufacturing,Mid-Market,Strategic,4503,37
553,Customer_553,3,Retail,SMB,Large,4510,97
554,Customer_554,2,Technology,Mid-Market,Medium,3231,69
555,Customer_555,1,Education,SMB,Large,290,70
556,Customer_556,2,Technology,Enterprise,Medium,4834,64
557,Customer_557,2,Retail,Mid-Market,Large,2233,42
558,Customer_558,2,Retail,Mid-Market,Large,1473,57
559,Customer_559,3,Retail,SMB,Medium,4896,38
560,Customer_560,4,Retail,Mid-Market,Medium,4662,59
561,Customer_561,1,Technology,Enterprise,Medium,4067,39
562,Customer_562,1,Healthcare,SMB,Medium,213,96
563,Customer_563,2,Healthcare,Enterprise,Small,1118,78
564,Customer_564,1,Retail,Mid-Market,Small,1260,53
565,Customer_565,1,Healthcare,Mid-Market,Large,3110,85
566,Customer_566,4,Manufacturing,Mid-Market,Large,1167,55
567,Customer_567,2,Manufacturing,SMB,Medium,1477,80
568,Customer_568,3,Finance,Enterprise,Small,3149,74
569,Customer_569,1,Finance,SMB,Large,4742,85
570,Customer_570,4,Finance,Mid-Market,Small,1859,48
571,Customer_571,3,Finance,SMB,Small,1999,79
572,Customer_572,1,Healthcare,Enterprise,Medium,2800,92
573,Customer_573,3,Technology,SMB,Small,605,79
574,Customer_574,4,Manufacturing,Mid-Market,Medium,444,84
575,Customer_575,4,Healthcare,SMB,Strategic,3441,98
576,Customer_576,2,Finance,Mid-Market,Small,880,96
577,Customer_577,1,Healthcare,Mid-Market,Small,323,72
578,Customer_578,2,Education,Enterprise,Small,657,78
579,Customer_579,3,Retail,SMB,Strategic,4531,46
580,Customer_580,2,Retail,Mid-Market,Medium,303,90
581,Customer_581,3,Finance,Enterprise,Strategic,488,47
582,Customer_582,3,Healthcare,Enterprise,Small,4589,68
583,Customer_583,4,Finance,Enterprise,Large,456,85
584,Customer_584,1,Healthcare,SMB,Strategic,81,89
585,Customer_585,1,Finance,Enterprise,Large,1685,47
586,Customer_586,1,Healthcare,Mid-Market,Strategic,721,95
587,Customer_587,1,Manufacturing,SMB,Strategic,4056,68
588,Customer_588,4,Healthcare,Enterprise,Strategic,1564,82
589,Customer_589,4,Education,Mid-Market,Medium,415,68
590,Customer_590,2,Manufacturing,SMB,Small,2250,42
591,Customer_591,4,Retail,Enterprise,Small,752,79
592,Customer_592,4,Retail,Enterprise,Strategic,3221,88
593,Customer_593,4,Manufacturing,Enterprise,Medium,2498,45
594,Customer_594,2,Finance,Enterprise,Medium,1035,92
595,Customer_595,4,Technology,SMB,Strategic,1083,40
596,Customer_596,3,Healthcare,SMB,Small,1704,53
597,Customer_597,4,Retail,Mid-Market,Large,762,84
598,Customer_598,1,Manufacturing,SMB,Strategic,4307,93
599,Customer_599,2,Finance,SMB,Small,971,88
600,Customer_600,3,Retail,Mid-Market,Strategic,915,47
601,Customer_601,4,Retail,SMB,Strategic,2213,84
602,Customer_602,3,Education,Enterprise,Strategic,356,57
603,Customer_603,3,Manufacturing,Enterprise,Small,367,85
604,Customer_604,3,Technology,Mid-Market,Large,3942,69
605,Customer_605,4,Manufacturing,SMB,Small,2597,70
606,Customer_606,3,Manufacturing,Mid-Market,Large,1917,52
607,Customer_607,1,Finance,Mid-Market,Medium,2257,88
608,Customer_608,3,Technology,SMB,Medium,3385,97
609,Customer_609,4,Finance,SMB,Small,587,74
610,Customer_610,2,Technology,Enterprise,Small,1473,59
611,Customer_611,3,Manufacturing,Enterprise,Large,3789,41
612,Customer_612,4,Manufacturing,Enterprise,Small,3067,94
613,Customer_613,4,Retail,Mid-Market,Medium,2031,82
614,Customer_614,3,Finance,Mid-Market,Small,3937,79
615,Customer_615,4,Technology,Enterprise,Medium,2385,38
616,Customer_616,2,Healthcare,SMB,Strategic,1863,63
617,Customer_617,1,Education,Enterprise,Medium,4254,37
618,Customer_618,2,Healthcare,SMB,Large,4974,36
619,Customer_619,4,Healthcare,Mid-Market,Large,2305,89
620,Customer_620,3,Manufacturing,SMB,Strategic,1837,94
621,Customer_621,1,Retail,SMB,Large,4838,48
622,Customer_622,3,Manufacturing,Enterprise,Strategic,4649,71
623,Customer_623,3,Manufacturing,Mid-Market,Large,572,78
624,Customer_624,2,Finance,SMB,Medium,2189,73
625,Customer_625,3,Manufacturing,Enterprise,Small,515,86
626,Customer_626,3,Education,Mid-Market,Strategic,4124,72
627,Customer_627,3,Manufacturing,SMB,Medium,339,59
628,Customer_628,3,Retail,Mid-Market,Medium,4429,95
629,Customer_629,3,Technology,Mid-Market,Medium,4623,58
630,Customer_630,3,Manufacturing,Enterprise,Medium,2168,58
631,Customer_631,3,Education,Mid-Market,Large,2960,63
632,Customer_632,4,Technology,Mid-Market,Small,2184,72
633,Customer_633,4,Finance,SMB,Small,4830,44
634,Customer_634,4,Technology,Enterprise,Medium,3176,73
635,Customer_635,4,Retail,Mid-Market,Medium,1690,78
636,Customer_636,1,Education,Mid-Market,Medium,2641,58
637,Customer_637,1,Education,Mid-Market,Medium,2617,42
638,Customer_638,4,Technology,Enterprise,Strategic,1431,55
639,Customer_639,4,Education,Mid-Market,Small,3567,86
640,Customer_640,3,Technology,Mid-Market,Medium,359,60
641,Customer_641,2,Finance,SMB,Large,196,35
642,Customer_642,1,Education,SMB,Large,2606,51
643,Customer_643,1,Healthcare,Mid-Market,Strategic,1418,43
644,Customer_644,4,Manufacturing,Enterprise,Large,4312,78
645,Customer_645,2,Finance,Mid-Market,Small,4065,80
646,Customer_646,2,Finance,SMB,Small,1921,63
647,Customer_647,2,Technology,Mid-Market,Small,4880,99
648,Customer_648,1,Retail,Enterprise,Small,3123,67
649,Customer_649,1,Education,Mid-Market,Strategic,211,41
650,Customer_650,4,Manufacturing,Enterprise,Medium,1062,67
651,Customer_651,4,Manufacturing,Enterprise,Large,126,73
652,Customer_652,1,Retail,SMB,Small,1173,88
653,Customer_653,1,Education,Enterprise,Medium,2365,49
654,Customer_654,3,Manufacturing,Mid-Market,Large,2204,60
655,Customer_655,4,Finance,SMB,Strategic,1363,40
656,Customer_656,1,Technology,SMB,Small,2758,65
657,Customer_657,2,Technology,SMB,Small,954,98
658,Customer_658,2,Education,Mid-Market,Large,879,67
659,Customer_659,1,Finance,Enterprise,Large,3853,41
660,Customer_660,4,Manufacturing,Enterprise,Small,3000,75
661,Customer_661,2,Manufacturing,SMB,Medium,425,36
662,Customer_662,4,Retail,Mid-Market,Small,2742,80
663,Customer_663,2,Technology,Mid-Market,Strategic,3102,78
664,Customer_664,4,Manufacturing,Mid-Market,Strategic,3789,69
665,Customer_665,2,Manufacturing,SMB,Small,1416,49
666,Customer_666,4,Retail,Mid-Market,Strategic,1355,48
667,Customer_667,3,Retail,Enterprise,Medium,1534,83
668,Customer_668,1,Education,Mid-Market,Small,4007,97
669,Customer_669,3,Technology,SMB,Medium,568,68
670,Customer_670,4,Manufacturing,SMB,Medium,2821,47
671,Customer_671,4,Finance,SMB,Small,3997,79
672,Customer_672,4,Education,Enterprise,Small,145,55
673,Customer_673,2,Healthcare,Mid-Market,Small,4077,76
674,Customer_674,4,Education,Enterprise,Small,4202,63
675,Customer_675,4,Technology,Mid-Market,Strategic,3810,91
676,Customer_676,4,Manufacturing,SMB,Small,2639,50
677,Customer_677,4,Technology,SMB,Small,890,86
678,Customer_678,2,Manufacturing,SMB,Strategic,794,73
679,Customer_679,1,Finance,Mid-Market,Large,2842,81
680,Customer_680,3,Manufacturing,Mid-Market,Small,4638,95
681,Customer_681,1,Healthcare,Mid-Market,Large,848,63
682,Customer_682,1,Technology,Enterprise,Strategic,4536,82
683,Customer_683,1,Healthcare,SMB,Medium,1200,87
684,Customer_684,4,Finance,Mid-Market,Medium,1586,50
685,Customer_685,4,Technology,SMB,Small,2818,48
686,Customer_686,2,Education,Enterprise,Small,3740,93
687,Customer_687,4,Retail,Enterprise,Medium,4582,90
688,Customer_688,4,Manufacturing,SMB,Large,1101,48
689,Customer_689,4,Retail,SMB,Medium,4179,84
690,Customer_690,3,Healthcare,Mid-Market,Medium,2291,85
691,Customer_691,3,Manufacturing,SMB,Large,1181,87
692,Customer_692,2,Finance,SMB,Large,4584,62
693,Customer_693,2,Retail,SMB,Large,2878,51
694,Customer_694,4,Retail,SMB,Strategic,995,80
695,Customer_695,4,Technology,SMB,Small,4423,71
696,Customer_696,2,Technology,SMB,Small,257,83
697,Customer_697,2,Healthcare,SMB,Large,1687,69
698,Customer_698,3,Finance,SMB,Small,1249,42
699,Customer_699,1,Retail,SMB,Medium,2988,92
700,Customer_700,2,Retail,SMB,Large,4647,84
701,Customer_701,4,Education,SMB,Large,434,83
702,Customer_702,1,Manufacturing,Mid-Market,Medium,4573,41
703,Customer_703,3,Retail,SMB,Medium,3679,63
704,Customer_704,4,Finance,SMB,Small,1635,72
705,Customer_705,1,Education,Enterprise,Strategic,1581,57
706,Customer_706,2,Finance,SMB,Large,2336,68
707,Customer_707,4,Manufacturing,Enterprise,Small,96,77
708,Customer_708,1,Manufacturing,SMB,Large,1309,76
709,Customer_709,1,Manufacturing,Mid-Market,Medium,4068,80
710,Customer_710,2,Education,SMB,Strategic,1556,43
711,Customer_711,2,Finance,SMB,Large,803,79
712,Customer_712,3,Finance,SMB,Strategic,2762,81
713,Customer_713,1,Manufacturing,Mid-Market,Strategic,4648,36
714,Customer_714,1,Manufacturing,Mid-Market,Strategic,2018,66
715,Customer_715,3,Retail,SMB,Large,978,84
716,Customer_716,4,Education,Enterprise,Large,252,82
717,Customer_717,1,Technology,Enterprise,Small,1627,76
718,Customer_718,2,Manufacturing,Mid-Market,Small,586,61
719,Customer_719,1,Manufacturing,SMB,Medium,1734,90
720,Customer_720,3,Technology,Enterprise,Small,244,93
721,Customer_721,3,Retail,Enterprise,Medium,494,57
722,Customer_722,4,Education,SMB,Strategic,2168,87
723,Customer_723,1,Education,SMB,Small,3597,75
724,Customer_724,1,Manufacturing,SMB,Small,4431,35
725,Customer_725,1,Healthcare,SMB,Large,644,80
726,Customer_726,4,Education,Mid-Market,Small,758,71
727,Customer_727,2,Finance,SMB,Strategic,3932,55
728,Customer_728,2,Healthcare,SMB,Large,4520,72
729,Customer_729,1,Technology,Enterprise,Strategic,141,53
730,Customer_730,3,Finance,SMB,Large,4450,45
731,Customer_731,2,Finance,Enterprise,Medium,1784,87
732,Customer_732,1,Finance,SMB,Small,2120,59
733,Customer_733,1,Healthcare,SMB,Small,4546,94
734,Customer_734,2,Manufacturing,SMB,Strategic,2103,47
735,Customer_735,2,Manufacturing,SMB,Medium,2760,80
736,Customer_736,1,Finance,Mid-Market,Strategic,869,71
737,Customer_737,3,Manufacturing,SMB,Medium,3741,77
738,Customer_738,3,Education,Enterprise,Small,4683,81
739,Customer_739,2,Manufacturing,SMB,Strategic,2615,66
740,Customer_740,2,Manufacturing,SMB,Large,2316,81
741,Customer_741,4,Healthcare,Mid-Market,Strategic,3981,94
742,Customer_742,2,Manufacturing,SMB,Small,4569,48
743,Customer_743,2,Healthcare,SMB,Small,2348,52
744,Customer_744,1,Retail,SMB,Strategic,667,37
745,Customer_745,1,Retail,Mid-Market,Strategic,4883,62
746,Customer_746,4,Finance,SMB,Large,1267,81
747,Customer_747,1,Education,Mid-Market,Small,1146,94
748,Customer_748,2,Education,Enterprise,Medium,2006,56
749,Customer_749,4,Healthcare,Enterprise,Medium,4689,53
750,Customer_750,1,Healthcare,Mid-Market,Medium,4044,64
751,Customer_751,3,Education,Mid-Market,Strategic,400,61
752,Customer_752,3,Technology,SMB,Large,430,40
753,Customer_753,4,Manufacturing,Mid-Market,Large,2207,57
754,Customer_754,3,Education,Enterprise,Strategic,4864,44
755,Customer_755,4,Education,SMB,Small,2940,79
756,Customer_756,4,Finance,Enterprise,Small,4161,52
757,Customer_757,2,Finance,Enterprise,Medium,4265,70
758,Customer_758,2,Education,Mid-Market,Small,3017,50
759,Customer_759,4,Finance,SMB,Medium,3994,96
760,Customer_760,2,Technology,Enterprise,Medium,3416,37
761,Customer_761,1,Retail,Enterprise,Small,1153,100
762,Customer_762,2,Retail,Mid-Market,Small,1412,68
763,Customer_763,2,Education,SMB,Strategic,2372,45
764,Customer_764,2,Education,SMB,Medium,3995,56
765,Customer_765,3,Finance,SMB,Large,4823,58
766,Customer_766,2,Education,Mid-Market,Medium,3764,43
767,Customer_767,2,Retail,SMB,Strategic,939,37
768,Customer_768,2,Education,SMB,Small,1275,47
769,Customer_769,1,Technology,Mid-Market,Medium,4403,99
770,Customer_770,4,Retail,Mid-Market,Large,4993,35
771,Customer_771,2,Education,Mid-Market,Large,405,89
772,Customer_772,4,Finance,Mid-Market,Strategic,4875,47
773,Customer_773,3,Retail,SMB,Strategic,1954,45
774,Customer_774,1,Manufacturing,SMB,Small,2161,59
775,Customer_775,1,Education,SMB,Medium,4784,50
776,Customer_776,3,Technology,Enterprise,Strategic,2637,87
777,Customer_777,3,Retail,Mid-Market,Large,4845,67
778,Customer_778,2,Education,SMB,Strategic,2307,85
779,Customer_779,4,Healthcare,Mid-Market,Large,1514,82
780,Customer_780,1,Manufacturing,Enterprise,Strategic,3311,52
781,Customer_781,2,Retail,Mid-Market,Large,1375,47
782,Customer_782,2,Education,SMB,Small,4560,41
783,Customer_783,4,Retail,Mid-Market,Small,796,53
784,Customer_784,2,Healthcare,Enterprise,Small,574,68
785,Customer_785,3,Manufacturing,SMB,Small,3198,86
786,Customer_786,4,Technology,Enterprise,Large,1485,98
787,Customer_787,2,Retail,Enterprise,Small,1645,39
788,Customer_788,1,Finance,Enterprise,Large,2996,65
789,Customer_789,4,Education,SMB,Medium,3322,80
790,Customer_790,1,Technology,SMB,Large,4291,36
791,Customer_791,3,Healthcare,Enterprise,Medium,4630,79
792,Customer_792,1,Healthcare,Enterprise,Strategic,3775,86
793,Customer_793,1,Retail,Mid-Market,Large,4197,48
794,Customer_794,3,Retail,SMB,Large,1008,100
795,Customer_795,4,Finance,Mid-Market,Strategic,3677,83
796,Customer_796,4,Technology,Mid-Market,Small,3824,38
797,Customer_797,2,Healthcare,Mid-Market,Large,3184,63
798,Customer_798,3,Finance,Mid-Market,Small,4281,36
799,Customer_799,1,Retail,Enterprise,Strategic,3318,78
800,Customer_800,2,Retail,Mid-Market,Medium,2621,80
801,Customer_801,2,Finance,SMB,Medium,1607,98
802,Customer_802,2,Finance,Enterprise,Large,2224,61
803,Customer_803,1,Technology,SMB,Strategic,1327,48
804,Customer_804,4,Healthcare,SMB,Large,104,40
805,Customer_805,4,Finance,SMB,Large,4083,70
806,Customer_806,2,Technology,SMB,Strategic,3309,63
807,Customer_807,3,Education,SMB,Medium,3968,39
808,Customer_808,4,Healthcare,SMB,Small,3795,50
809,Customer_809,4,Retail,Enterprise,Large,146,61
810,Customer_810,2,Retail,Mid-Market,Medium,3012,68
811,Customer_811,3,Healthcare,Enterprise,Strategic,2256,95
812,Customer_812,4,Manufacturing,Mid-Market,Large,3522,61
813,Customer_813,4,Finance,SMB,Medium,3331,70
814,Customer_814,1,Manufacturing,Mid-Market,Medium,4767,64
815,Customer_815,4,Finance,Enterprise,Medium,4599,90
816,Customer_816,2,Education,Mid-Market,Medium,3924,36
817,Customer_817,4,Healthcare,Mid-Market,Small,4285,75
818,Customer_818,2,Technology,Enterprise,Large,3313,47
819,Customer_819,4,Manufacturing,Mid-Market,Large,3953,47
820,Customer_820,3,Healthcare,Enterprise,Strategic,3007,81
821,Customer_821,2,Retail,SMB,Medium,1043,79
822,Customer_822,3,Manufacturing,SMB,Strategic,2381,80
823,Customer_823,4,Retail,Mid-Market,Strategic,3711,45
824,Customer_824,3,Education,SMB,Strategic,1236,56
825,Customer_825,2,Healthcare,Enterprise,Large,634,45
826,Customer_826,3,Retail,SMB,Strategic,2645,72
827,Customer_827,3,Manufacturing,SMB,Strategic,2272,91
828,Customer_828,2,Technology,Enterprise,Medium,3441,56
829,Customer_829,2,Finance,Mid-Market,Small,2111,45
830,Customer_830,4,Retail,Enterprise,Small,832,43
831,Customer_831,1,Healthcare,SMB,Medium,3302,45
832,Customer_832,3,Finance,Enterprise,Large,740,84
833,Customer_833,2,Retail,Enterprise,Small,3680,51
834,Customer_834,3,Education,Mid-Market,Large,337,80
835,Customer_835,2,Manufacturing,SMB,Medium,4543,91
836,Customer_836,4,Retail,SMB,Large,4890,93
837,Customer_837,2,Technology,Mid-Market,Large,2894,96
838,Customer_838,3,Finance,Mid-Market,Small,3046,87
839,Customer_839,3,Healthcare,Mid-Market,Small,50,52
840,Customer_840,3,Technology,Mid-Market,Large,4079,96
841,Customer_841,1,Retail,Mid-Market,Medium,4940,64
842,Customer_842,4,Finance,Enterprise,Strategic,3422,90
843,Customer_843,3,Technology,Mid-Market,Medium,3149,63
844,Customer_844,3,Manufacturing,SMB,Large,4282,69
845,Customer_845,1,Finance,Enterprise,Large,3432,59
846,Customer_846,4,Healthcare,SMB,Strategic,954,93
847,Customer_847,1,Finance,Enterprise,Small,1588,76
848,Customer_848,3,Healthcare,Enterprise,Strategic,1573,48
849,Customer_849,1,Finance,Enterprise,Strategic,117,64
850,Customer_850,4,Healthcare,Mid-Market,Large,1829,78
851,Customer_851,3,Technology,Enterprise,Small,3848,39
852,Customer_852,1,Retail,Mid-Market,Medium,2233,85
853,Customer_853,4,Technology,Enterprise,Medium,1624,67
854,Customer_854,2,Manufacturing,Enterprise,Medium,3202,91
855,Customer_855,2,Education,Mid-Market,Large,3825,47
856,Customer_856,1,Manufacturing,SMB,Small,2696,55
857,Customer_857,3,Finance,Mid-Market,Small,2125,96
858,Customer_858,2,Manufacturing,Mid-Market,Large,1834,49
859,Customer_859,3,Retail,Enterprise,Strategic,173,56
860,Customer_860,1,Retail,SMB,Strategic,2041,36
861,Customer_861,3,Technology,Enterprise,Medium,4934,54
862,Customer_862,3,Manufacturing,Enterprise,Small,4145,46
863,Customer_863,1,Finance,Mid-Market,Medium,2962,54
864,Customer_864,4,Manufacturing,Enterprise,Small,2644,79
865,Customer_865,2,Healthcare,Enterprise,Strategic,3144,80
866,Customer_866,4,Finance,SMB,Medium,3634,72
867,Customer_867,3,Manufacturing,Mid-Market,Large,4503,79
868,Customer_868,1,Retail,Enterprise,Strategic,4954,55
869,Customer_869,3,Education,Enterprise,Strategic,2472,68
870,Customer_870,3,Retail,Enterprise,Large,1569,37
871,Customer_871,2,Retail,SMB,Strategic,568,84
872,Customer_872,3,Healthcare,Mid-Market,Large,4567,54
873,Customer_873,1,Technology,Enterprise,Medium,954,47
874,Customer_874,1,Education,Enterprise,Small,306,60
875,Customer_875,4,Retail,SMB,Large,310,84
876,Customer_876,2,Retail,SMB,Small,452,81
877,Customer_877,4,Technology,Mid-Market,Small,157,61
878,Customer_878,3,Manufacturing,Enterprise,Large,3006,88
879,Customer_879,1,Healthcare,Enterprise,Medium,4383,40
880,Customer_880,1,Manufacturing,Enterprise,Strategic,4305,47
881,Customer_881,2,Retail,SMB,Medium,1602,59
882,Customer_882,1,Manufacturing,SMB,Large,4624,88
883,Customer_883,1,Finance,Enterprise,Strategic,3807,89
884,Customer_884,2,Retail,SMB,Strategic,4184,78
885,Customer_885,3,Healthcare,Mid-Market,Strategic,2936,75
886,Customer_886,2,Education,SMB,Large,2699,65
887,Customer_887,4,Education,Enterprise,Small,2999,92
888,Customer_888,2,Healthcare,Enterprise,Large,2380,37
889,Customer_889,3,Technology,SMB,Large,1867,62
890,Customer_890,2,Technology,Enterprise,Strategic,4585,100
891,Customer_891,2,Healthcare,Mid-Market,Medium,2963,54
892,Customer_892,3,Technology,SMB,Strategic,1958,67
893,Customer_893,1,Manufacturing,Mid-Market,Strategic,4711,62
894,Customer_894,1,Retail,SMB,Large,1466,97
895,Customer_895,1,Technology,Mid-Market,Large,356,83
896,Customer_896,1,Finance,SMB,Small,3607,88
897,Customer_897,3,Retail,Enterprise,Large,3183,41
898,Customer_898,3,Retail,SMB,Medium,4473,54
899,Customer_899,4,Education,SMB,Small,1304,41
900,Customer_900,3,Education,Enterprise,Medium,1869,90
901,Customer_901,4,Retail,SMB,Small,2803,45
902,Customer_902,3,Technology,Mid-Market,Strategic,4540,86
903,Customer_903,4,Retail,Enterprise,Strategic,1118,52
904,Customer_904,2,Finance,Enterprise,Large,3288,60
905,Customer_905,1,Technology,SMB,Strategic,3573,76
906,Customer_906,3,Finance,Mid-Market,Large,3519,81
907,Customer_907,3,Finance,Mid-Market,Strategic,4915,38
908,Customer_908,1,Finance,Enterprise,Large,1244,91
909,Customer_909,1,Manufacturing,Enterprise,Medium,1327,45
910,Customer_910,1,Healthcare,SMB,Small,1259,71
911,Customer_911,4,Technology,Mid-Market,Medium,2549,92
912,Customer_912,2,Retail,SMB,Large,4457,62
913,Customer_913,2,Manufacturing,SMB,Small,4545,96
914,Customer_914,3,Finance,Enterprise,Large,3135,40
915,Customer_915,1,Education,SMB,Small,1694,69
916,Customer_916,3,Manufacturing,SMB,Large,595,84
917,Customer_917,3,Manufacturing,Mid-Market,Medium,933,37
918,Customer_918,1,Healthcare,Mid-Market,Small,3168,100
919,Customer_919,4,Retail,SMB,Small,1577,60
920,Customer_920,3,Healthcare,Mid-Market,Strategic,375,66
921,Customer_921,3,Manufacturing,Mid-Market,Large,1336,37
922,Customer_922,3,Technology,SMB,Large,2526,65
923,Customer_923,3,Finance,Enterprise,Large,3221,38
924,Customer_924,1,Manufacturing,Mid-Market,Medium,3268,52
925,Customer_925,2,Education,Mid-Market,Large,3468,65
926,Customer_926,2,Manufacturing,Enterprise,Medium,3729,51
927,Customer_927,2,Education,Enterprise,Medium,1181,74
928,Customer_928,1,Finance,Mid-Market,Medium,2650,43
929,Customer_929,4,Education,Mid-Market,Strategic,291,75
930,Customer_930,2,Technology,Enterprise,Medium,2292,54
931,Customer_931,2,Retail,Enterprise,Medium,264,69
932,Customer_932,1,Manufacturing,Mid-Market,Medium,263,80
933,Customer_933,3,Finance,Mid-Market,Strategic,4165,95
934,Customer_934,2,Finance,Enterprise,Small,3931,52
935,Customer_935,3,Education,Enterprise,Medium,3397,36
936,Customer_936,2,Education,SMB,Strategic,1725,43
937,Customer_937,2,Education,Mid-Market,Small,2711,93
938,Customer_938,4,Retail,SMB,Small,3166,75
939,Customer_939,4,Education,Enterprise,Medium,4315,48
940,Customer_940,1,Retail,Mid-Market,Small,4299,85
941,Customer_941,4,Education,Mid-Market,Large,1605,72
942,Customer_942,4,Healthcare,SMB,Small,3829,56
943,Customer_943,4,Manufacturing,Mid-Market,Small,4285,53
944,Customer_944,2,Retail,SMB,Medium,4151,49
945,Customer_945,3,Education,Enterprise,Medium,3270,87
946,Customer_946,4,Technology,Mid-Market,Large,3766,60
947,Customer_947,1,Technology,SMB,Strategic,1393,50
948,Customer_948,4,Manufacturing,SMB,Medium,3023,45
949,Customer_949,1,Finance,Mid-Market,Medium,3152,83
950,Customer_950,2,Manufacturing,Enterprise,Strategic,1378,53
951,Customer_951,4,Healthcare,SMB,Medium,2573,74
952,Customer_952,2,Technology,SMB,Large,1013,51
953,Customer_953,4,Education,SMB,Small,150,93
954,Customer_954,2,Retail,SMB,Strategic,4092,65
955,Customer_955,4,Technology,SMB,Small,3767,87
956,Customer_956,2,Technology,Enterprise,Medium,2054,70
957,Customer_957,1,Finance,Enterprise,Large,501,79
958,Customer_958,1,Technology,Mid-Market,Medium,2762,46
959,Customer_959,2,Education,SMB,Large,1371,71
960,Customer_960,3,Healthcare,Mid-Market,Strategic,343,46
961,Customer_961,1,Healthcare,Mid-Market,Medium,604,89
962,Customer_962,3,Retail,Mid-Market,Medium,1049,70
963,Customer_963,1,Retail,SMB,Small,1762,42
964,Customer_964,4,Retail,Mid-Market,Large,4012,71
965,Customer_965,2,Retail,SMB,Strategic,4354,80
966,Customer_966,4,Finance,SMB,Medium,4307,98
