opportunity_id,customer_id,product_id,account_manager_id,stage_id,contract_type_id,opportunity_type,expected_value,probability_percent,renewal_date,created_date
3417,1992,4,7,4,1,New,219639,77,2026-02-26,2025-10-12
3418,1817,2,7,3,2,Renewal,18429,46,2025-08-28,2025-05-22
3419,744,1,24,3,1,New,81013,47,2025-05-07,2025-03-17
3420,216,4,11,3,3,Renewal,79462,47,2026-02-10,2025-10-18
3421,1314,3,6,1,3,Expansion,155283,78,2025-08-17,2025-06-03
3422,1574,3,13,2,3,Expansion,38746,56,2025-04-20,2025-02-08
3423,228,1,30,4,2,Expansion,207245,72,2025-07-02,2025-03-30
3424,794,3,6,5,3,Renewal,240278,74,2025-10-28,2025-08-15
3425,904,2,11,2,3,Renewal,247873,89,2026-03-03,2025-09-28
3426,1567,5,26,1,2,Renewal,72879,10,2025-06-29,2025-02-01
3427,1658,1,9,3,3,Renewal,29737,77,2025-08-02,2025-04-23
3428,1810,5,6,2,1,Renewal,99025,69,2025-12-25,2025-10-13
3429,665,2,3,1,3,Renewal,141903,21,2025-06-15,2025-03-13
3430,615,2,24,4,3,New,177759,59,2025-07-14,2025-03-28
3431,1526,1,27,1,2,Renewal,175649,63,2025-05-25,2025-01-07
3432,1509,5,13,1,3,Expansion,16942,58,2025-10-31,2025-07-31
3433,914,3,20,1,1,Expansion,219447,18,2026-02-25,2025-09-23
3434,1958,1,13,3,1,New,121343,19,2025-10-06,2025-05-17
3435,717,5,1,1,1,New,246032,31,2025-07-13,2025-06-13
3436,1490,2,3,4,1,Renewal,10431,42,2025-04-14,2025-01-27
3437,339,5,30,5,3,New,118953,75,2025-06-30,2025-04-27
3438,1896,2,2,5,2,Renewal,242931,20,2025-11-02,2025-05-16
3439,289,3,2,4,3,Renewal,113554,58,2026-01-26,2025-08-20
3440,336,1,30,1,3,Renewal,27681,46,2025-05-25,2025-02-13
3441,280,3,13,1,3,New,134698,38,2025-11-20,2025-09-08
3442,1445,5,30,4,1,New,198325,55,2026-02-25,2025-10-24
3443,1063,3,24,5,3,Renewal,237315,86,2025-10-13,2025-05-20
3444,1352,4,23,4,1,Expansion,244721,72,2025-11-27,2025-09-15
3445,471,1,11,3,2,New,135268,83,2026-02-11,2025-08-29
3446,799,4,14,1,2,Renewal,91758,90,2025-04-02,2025-02-21
3447,1202,2,20,3,3,New,186331,78,2025-06-13,2025-02-22
3448,1581,3,27,2,3,Expansion,24594,40,2025-11-12,2025-06-24
3449,53,2,17,3,3,Expansion,175851,62,2025-12-01,2025-07-16
3450,31,5,14,2,2,Renewal,90544,69,2025-08-24,2025-07-21
3451,669,1,26,2,1,New,24926,21,2025-12-27,2025-09-14
3452,798,2,22,2,2,Expansion,91474,93,2025-07-22,2025-05-27
3453,48,2,28,3,2,Renewal,162679,47,2025-07-09,2025-02-01
3454,1611,5,21,2,2,New,116241,57,2025-08-28,2025-05-04
3455,1641,3,21,2,2,Renewal,212606,68,2025-07-28,2025-06-19
3456,1481,4,30,3,2,Expansion,130257,38,2025-12-09,2025-09-06
3457,1664,3,24,2,2,Expansion,29935,31,2025-07-21,2025-03-29
3458,1129,3,14,4,3,Expansion,231695,91,2025-03-19,2025-01-27
3459,1008,3,25,2,1,Expansion,233325,71,2025-07-09,2025-03-31
3460,1405,4,11,2,1,Renewal,216186,89,2025-12-27,2025-07-23
3461,1390,5,30,5,3,Expansion,23824,28,2025-04-28,2025-01-31
3462,1059,3,9,1,2,New,10241,17,2026-01-19,2025-10-14
3463,702,5,23,1,1,Expansion,84152,28,2026-01-22,2025-08-01
3464,656,4,29,3,1,Expansion,229455,79,2025-08-10,2025-06-24
3465,414,5,28,4,2,Expansion,194924,41,2025-08-30,2025-06-20
3466,583,4,3,3,1,Renewal,199534,65,2025-05-01,2025-03-27
3467,122,5,12,2,1,Renewal,114299,41,2025-07-21,2025-04-15
3468,157,1,17,5,2,New,147776,73,2025-08-29,2025-04-07
3469,1068,2,21,4,2,New,168133,34,2025-09-28,2025-04-22
3470,588,1,23,5,1,New,136081,20,2025-08-27,2025-07-16
3471,415,2,2,5,2,Expansion,86513,46,2025-07-29,2025-02-14
3472,618,2,14,4,1,New,184317,33,2025-03-30,2025-01-09
3473,456,4,30,5,3,Expansion,22656,30,2025-03-14,2025-02-04
3474,493,4,16,4,2,Renewal,129979,69,2025-11-20,2025-08-21
3475,701,4,13,3,2,New,101381,48,2025-08-02,2025-06-19
3476,513,5,4,5,2,Expansion,221267,42,2025-08-13,2025-04-14
3477,1479,1,4,1,1,Renewal,110091,89,2025-10-08,2025-04-15
3478,761,2,8,1,3,New,172075,27,2025-07-11,2025-04-09
3479,1337,1,7,3,3,Renewal,205351,18,2025-11-19,2025-06-09
3480,689,1,15,1,1,New,108701,42,2025-05-29,2025-01-09
3481,1639,4,1,4,2,Expansion,83778,23,2025-08-13,2025-06-13
3482,1690,3,10,5,2,Renewal,124551,30,2025-07-11,2025-02-24
3483,1152,2,24,3,3,New,45601,68,2026-03-19,2025-10-24
3484,112,2,19,3,1,New,124499,82,2025-11-16,2025-06-17
3485,707,2,22,1,1,Renewal,70002,56,2025-12-08,2025-09-17
3486,947,1,6,3,3,Expansion,57379,78,2025-10-28,2025-05-16
3487,1235,1,19,5,2,Renewal,227619,87,2025-08-23,2025-07-03
3488,1390,3,20,5,1,Renewal,206382,84,2025-09-09,2025-05-22
3489,1346,3,10,4,2,Expansion,211183,51,2025-06-13,2025-03-15
3490,13,1,9,1,2,Renewal,54531,48,2025-09-01,2025-03-21
3491,1015,5,12,3,2,Expansion,139423,11,2025-07-13,2025-02-05
3492,963,4,20,3,1,New,42750,48,2025-12-04,2025-07-12
3493,1534,5,22,2,2,Expansion,138474,28,2025-08-05,2025-06-25
3494,263,5,23,1,1,Renewal,219048,49,2025-07-07,2025-02-09
3495,1844,1,27,4,1,New,80739,64,2025-04-25,2025-01-22
3496,848,1,8,3,1,Expansion,205697,72,2025-12-29,2025-10-28
3497,1528,1,13,3,2,Renewal,136204,51,2025-09-02,2025-04-01
3498,592,2,23,5,3,Renewal,184755,35,2025-08-26,2025-03-06
3499,1004,5,11,1,2,Expansion,188272,16,2025-12-13,2025-08-05
3500,1916,5,3,3,2,Renewal,204698,69,2025-06-19,2025-02-26
3501,1712,4,22,4,1,Expansion,235340,63,2026-01-21,2025-08-01
3502,1826,3,2,5,1,Renewal,120251,40,2025-10-20,2025-07-18
3503,1310,1,11,5,2,New,92204,25,2025-09-28,2025-07-31
3504,449,2,19,3,2,Renewal,59251,33,2025-06-13,2025-03-09
3505,1907,1,17,2,2,Expansion,113527,87,2025-09-11,2025-07-26
3506,264,1,5,4,3,Expansion,128239,49,2026-02-19,2025-10-13
3507,996,5,10,5,2,New,159702,74,2025-10-17,2025-07-29
3508,1171,4,30,2,1,Renewal,101096,30,2025-10-24,2025-09-11
3509,1452,2,13,5,1,Renewal,57298,54,2025-12-05,2025-10-16
3510,513,2,8,1,1,Expansion,45164,71,2025-10-05,2025-05-25
3511,1878,1,4,4,2,Expansion,63424,23,2025-08-11,2025-02-16
3512,1766,4,8,4,3,Expansion,180809,12,2026-01-26,2025-09-26
3513,709,2,26,4,1,New,120116,29,2025-06-17,2025-03-30
3514,847,2,12,4,2,Renewal,64023,92,2025-12-02,2025-06-30
3515,766,4,20,3,1,New,210894,87,2026-01-11,2025-09-24
3516,4,3,29,1,3,New,19262,37,2025-08-20,2025-03-23
3517,38,2,25,2,2,Renewal,211061,77,2025-08-21,2025-03-31
3518,1772,4,7,3,1,New,189178,39,2025-11-06,2025-06-24
3519,238,5,17,2,1,Expansion,73657,79,2025-05-21,2025-01-02
3520,1441,5,11,5,3,Renewal,118286,27,2025-07-27,2025-02-04
3521,410,1,23,1,1,Renewal,181930,30,2025-11-04,2025-09-15
3522,993,5,1,2,3,New,112578,64,2025-11-24,2025-07-17
3523,804,5,10,4,1,Renewal,142938,19,2025-07-16,2025-05-07
3524,1949,3,19,5,2,Expansion,98155,11,2025-06-29,2025-04-09
3525,1007,5,2,2,3,New,184069,86,2025-06-29,2025-05-23
3526,1005,3,7,3,3,New,190484,35,2025-05-17,2025-02-25
3527,1456,3,24,3,1,Renewal,231622,67,2025-11-01,2025-06-18
3528,1701,1,19,3,1,Renewal,223199,41,2025-06-01,2025-01-28
3529,1027,4,18,1,2,Renewal,217011,18,2025-07-15,2025-03-06
3530,311,3,28,5,2,Renewal,218531,79,2025-07-14,2025-02-06
3531,328,5,17,2,3,Renewal,141802,31,2025-02-20,2025-01-03
3532,248,3,19,4,2,New,140194,62,2025-11-11,2025-05-18
3533,504,4,24,1,2,Renewal,234688,55,2025-12-27,2025-08-14
3534,282,5,29,2,1,Expansion,194323,59,2025-08-19,2025-02-25
3535,672,3,23,5,3,Renewal,223543,13,2025-08-30,2025-03-09
3536,1151,3,19,3,1,Renewal,185873,42,2025-11-07,2025-06-13
3537,1708,4,28,4,1,Renewal,199223,40,2026-03-21,2025-10-05
3538,703,3,1,1,3,Expansion,244564,84,2025-06-20,2025-02-16
3539,710,4,24,4,3,Expansion,59154,28,2025-10-08,2025-04-17
3540,1334,3,30,5,1,Renewal,110564,11,2025-08-26,2025-03-01
3541,179,2,21,4,1,Renewal,118807,59,2025-08-16,2025-02-24
3542,1375,2,14,1,3,Renewal,149212,73,2025-11-10,2025-10-01
3543,279,1,22,2,1,Expansion,246553,38,2025-10-07,2025-04-20
3544,206,1,6,1,3,Renewal,171953,64,2025-12-21,2025-07-22
3545,451,4,6,1,1,Renewal,179572,66,2025-08-08,2025-04-25
3546,1031,2,29,4,2,Expansion,120238,71,2025-05-28,2025-01-01
3547,207,5,21,1,2,Renewal,116333,94,2025-11-18,2025-06-16
3548,1719,2,19,4,2,Renewal,135387,14,2025-09-16,2025-06-12
3549,1677,4,7,5,1,Expansion,29895,60,2025-06-09,2025-05-09
3550,1938,3,9,4,3,Expansion,181390,78,2025-12-11,2025-09-11
3551,1354,1,25,3,3,New,141757,64,2025-12-01,2025-10-01
3552,1741,2,11,2,1,Renewal,45808,85,2025-08-17,2025-04-01
3553,262,3,9,4,3,Renewal,244510,16,2025-07-10,2025-01-17
3554,1057,1,10,1,1,Renewal,214362,47,2025-09-16,2025-07-17
3555,1246,4,25,1,1,New,16704,19,2025-12-07,2025-10-24
3556,924,2,17,5,2,Expansion,77536,60,2025-11-11,2025-08-14
3557,633,4,10,2,2,Expansion,207456,83,2025-10-22,2025-04-29
3558,1986,1,18,5,2,Expansion,37429,36,2025-08-20,2025-02-24
3559,652,5,13,4,1,New,147278,38,2025-05-11,2025-03-15
3560,1965,1,12,3,1,Renewal,183092,79,2025-07-23,2025-05-10
3561,1291,1,4,1,3,Expansion,182022,15,2025-08-09,2025-04-11
3562,615,1,19,3,1,New,183495,83,2025-07-10,2025-05-25
3563,643,5,15,5,3,New,203548,85,2025-04-17,2025-01-19
3564,506,5,18,4,3,New,119769,69,2025-12-06,2025-07-19
3565,1296,4,27,2,3,New,147255,83,2025-07-31,2025-06-13
3566,1600,3,1,2,3,Expansion,170404,70,2026-01-02,2025-10-09
3567,945,3,10,2,1,Renewal,148424,22,2025-12-08,2025-09-19
3568,490,2,23,5,3,New,63615,91,2025-09-19,2025-08-18
3569,789,4,8,5,1,Renewal,240020,10,2025-10-30,2025-08-30
3570,1912,3,18,1,3,New,95381,25,2025-07-20,2025-04-24
3571,160,4,17,4,1,Renewal,99422,66,2025-12-29,2025-08-18
3572,1011,1,19,2,3,Expansion,215058,95,2026-04-03,2025-10-14
3573,277,1,28,2,1,Renewal,50916,77,2025-12-05,2025-08-16
3574,553,1,12,5,3,New,207237,33,2025-06-04,2025-05-02
3575,856,1,13,4,2,Renewal,148900,71,2025-05-10,2025-02-26
3576,1556,5,16,2,2,New,94837,53,2025-10-12,2025-08-27
3577,1892,4,10,5,2,Expansion,134944,43,2025-08-29,2025-07-06
3578,1526,3,11,2,2,Expansion,103427,32,2025-11-21,2025-07-01
3579,616,3,22,5,3,Expansion,48329,51,2025-07-28,2025-03-13
3580,1728,5,19,1,3,New,39491,76,2025-09-01,2025-07-07
3581,1678,1,11,4,2,Renewal,244135,41,2025-10-15,2025-04-29
3582,153,3,15,4,2,Expansion,202945,63,2025-10-20,2025-09-11
3583,755,1,22,4,3,Expansion,12423,87,2025-12-26,2025-10-06
3584,1506,2,3,5,1,New,77941,65,2025-07-30,2025-06-15
3585,1556,4,11,5,2,Renewal,23532,41,2025-09-29,2025-06-03
3586,416,2,28,2,3,Expansion,161541,29,2025-08-20,2025-05-06
3587,1990,3,5,3,2,Renewal,128507,16,2025-08-11,2025-06-23
3588,1769,3,24,4,3,Expansion,177239,27,2025-10-13,2025-07-26
3589,1114,1,27,2,1,Renewal,80606,28,2025-10-17,2025-08-26
3590,226,5,24,4,1,Renewal,197500,75,2026-01-07,2025-07-13
3591,1964,3,16,4,3,New,221139,33,2025-09-18,2025-04-21
3592,429,5,12,3,2,Expansion,156870,66,2025-08-18,2025-04-05
3593,197,5,28,2,1,Expansion,218804,88,2025-06-04,2025-03-21
3594,1172,3,3,2,3,Renewal,68437,27,2025-10-19,2025-09-19
3595,380,3,8,5,2,Renewal,237420,22,2026-01-14,2025-09-14
3596,700,3,9,1,3,Expansion,170672,31,2025-11-26,2025-06-12
3597,1819,2,3,3,1,New,23412,39,2025-11-06,2025-06-27
3598,58,2,29,2,3,Renewal,49495,65,2025-11-18,2025-09-01
3599,1368,3,28,5,1,Renewal,90832,67,2026-04-11,2025-10-24
3600,738,4,4,4,3,New,163148,65,2025-05-05,2025-03-13
3601,303,3,2,5,2,Renewal,55251,79,2026-01-11,2025-07-28
3602,791,3,21,2,2,Expansion,124885,59,2025-07-09,2025-01-26
3603,359,2,1,5,1,New,233094,56,2026-02-25,2025-10-06
3604,1067,5,26,3,2,New,132376,95,2025-08-28,2025-04-20
3605,160,4,7,2,1,New,233328,80,2025-10-07,2025-05-31
3606,212,4,6,4,1,Expansion,144781,11,2025-07-23,2025-05-01
3607,1824,4,10,5,1,Expansion,145152,46,2025-12-24,2025-09-13
3608,166,1,14,2,2,New,233670,93,2025-06-01,2025-04-24
3609,1931,1,2,1,2,New,118016,40,2025-11-29,2025-07-12
3610,1540,2,17,3,2,Renewal,229437,50,2025-07-24,2025-06-06
3611,1537,1,18,3,2,Expansion,171302,58,2025-05-29,2025-03-19
3612,721,1,25,1,3,Renewal,10480,75,2025-11-20,2025-06-09
3613,164,1,13,4,3,Renewal,21471,94,2025-04-17,2025-01-31
3614,1825,1,10,4,3,Renewal,14610,91,2025-07-16,2025-02-23
3615,1255,3,7,5,3,Renewal,173645,23,2025-09-16,2025-07-14
3616,569,1,1,4,2,Renewal,174229,72,2026-03-25,2025-10-07
3617,655,4,28,2,1,New,248335,19,2025-12-06,2025-08-09
3618,1792,2,30,3,1,New,245119,37,2026-03-21,2025-09-26
3619,710,3,24,3,1,Expansion,130826,19,2025-03-09,2025-02-04
3620,951,2,20,5,2,Renewal,16285,31,2025-06-10,2025-05-05
3621,1309,1,27,4,2,Renewal,126524,22,2025-10-25,2025-05-10
3622,480,2,22,2,1,Expansion,140971,20,2025-10-04,2025-05-11
3623,1558,3,12,3,3,Expansion,222435,18,2025-09-19,2025-03-29
3624,1424,2,10,5,1,Expansion,51055,10,2025-09-09,2025-04-03
3625,1845,5,3,3,3,Expansion,57447,16,2026-03-17,2025-09-18
3626,726,2,4,4,2,Renewal,153535,10,2025-05-12,2025-03-03
3627,1244,4,6,3,1,Expansion,233094,51,2025-07-01,2025-01-30
3628,467,2,9,5,1,New,70734,86,2025-08-31,2025-06-01
3629,506,2,12,1,3,Expansion,208093,31,2025-12-10,2025-09-07
3630,814,2,26,2,3,New,70385,74,2025-09-07,2025-05-25
3631,1554,2,16,4,2,New,77342,36,2026-02-02,2025-10-27
3632,1727,5,25,3,3,New,147506,12,2025-07-04,2025-04-08
3633,1071,4,21,3,1,New,85361,81,2025-10-30,2025-07-30
3634,1210,1,17,3,1,Renewal,97215,17,2025-10-27,2025-05-20
3635,1354,1,11,5,1,New,229222,50,2025-08-21,2025-03-02
3636,1867,2,15,4,1,Renewal,37465,17,2025-06-29,2025-01-27
3637,592,3,16,5,3,Renewal,70687,82,2025-04-13,2025-02-24
3638,256,4,9,1,1,Expansion,62536,42,2025-11-09,2025-07-02
3639,1392,5,23,3,3,Renewal,113842,52,2025-11-29,2025-09-07
3640,602,3,20,4,2,New,108838,10,2025-10-18,2025-08-15
3641,807,4,24,1,2,New,233137,70,2025-07-10,2025-05-15
3642,14,5,4,5,1,Expansion,60583,65,2025-12-14,2025-09-22
3643,1310,2,12,2,3,Renewal,187833,84,2025-06-25,2025-05-25
3644,443,5,8,3,1,Expansion,115422,12,2025-07-21,2025-03-12
3645,1586,3,16,4,2,Renewal,44707,65,2026-01-23,2025-08-03
3646,1940,5,30,1,1,Renewal,184703,22,2025-10-26,2025-08-07
3647,963,5,3,4,2,New,49182,43,2025-11-27,2025-10-11
3648,693,2,16,4,2,Expansion,51086,88,2025-12-18,2025-09-21
3649,451,1,7,5,2,Expansion,73000,86,2025-09-09,2025-07-07
3650,1430,4,2,5,3,Expansion,150849,54,2025-06-22,2025-04-07
3651,1651,5,27,4,1,Renewal,86095,13,2025-04-09,2025-02-17
3652,1269,5,16,3,2,Expansion,96256,44,2025-11-28,2025-09-08
3653,1781,4,28,4,1,Renewal,82210,85,2025-07-17,2025-01-21
3654,940,5,3,5,2,Renewal,105576,59,2025-12-16,2025-06-22
3655,1938,4,8,5,2,New,34665,14,2025-07-16,2025-04-13
3656,703,4,7,4,3,Expansion,246962,84,2025-04-03,2025-02-19
3657,1773,1,10,1,3,Expansion,186797,73,2025-10-27,2025-06-10
3658,1309,3,29,2,1,Expansion,134204,30,2025-07-31,2025-02-23
3659,1625,5,15,4,1,New,187584,64,2026-04-21,2025-10-23
3660,793,3,17,4,1,New,70712,62,2025-08-23,2025-05-07
3661,244,1,9,5,2,New,125252,81,2025-12-26,2025-08-03
3662,1927,2,13,3,2,Expansion,191990,30,2025-11-25,2025-10-09
3663,1985,2,27,5,1,Expansion,53580,72,2026-03-30,2025-10-15
3664,752,2,9,5,3,Expansion,162698,18,2025-09-01,2025-07-27
3665,1086,3,4,3,3,Renewal,156868,52,2025-09-25,2025-07-08
3666,1461,2,2,3,1,Expansion,129467,63,2025-06-15,2025-04-15
3667,658,3,19,4,2,Expansion,15714,73,2025-07-24,2025-03-05
3668,1710,3,9,5,3,New,232139,22,2025-09-04,2025-05-19
3669,10,1,24,3,1,New,215611,66,2025-11-21,2025-07-09
3670,306,2,25,1,1,Renewal,200469,64,2025-07-19,2025-06-09
3671,1575,5,16,2,3,Expansion,117773,77,2025-06-07,2025-03-24
3672,1151,5,22,3,3,New,217625,49,2025-08-13,2025-03-20
3673,1521,3,9,5,3,New,137250,83,2025-07-21,2025-03-18
3674,1633,5,16,2,2,Renewal,116919,90,2025-09-22,2025-06-14
3675,1501,3,17,4,3,New,194089,95,2025-10-05,2025-05-05
3676,1865,1,27,3,1,Renewal,163870,28,2025-08-14,2025-07-01
3677,1420,4,15,1,3,Expansion,94885,34,2025-08-24,2025-07-25
3678,219,4,10,2,3,Renewal,15248,42,2025-04-12,2025-02-01
3679,773,1,2,3,1,Renewal,62685,22,2025-12-07,2025-07-29
3680,953,3,5,4,1,Expansion,124771,24,2025-08-12,2025-03-21
3681,1448,4,4,4,2,Renewal,65834,51,2025-05-20,2025-01-05
3682,366,4,6,5,3,Expansion,169249,13,2025-08-22,2025-05-31
3683,1122,1,16,4,2,New,114238,27,2025-08-16,2025-03-27
3684,295,3,10,2,1,New,113878,91,2025-10-23,2025-04-29
3685,653,5,10,4,2,Renewal,242204,71,2025-06-29,2025-03-06
3686,111,3,13,4,3,Renewal,51307,93,2025-04-15,2025-01-23
3687,1271,1,13,1,2,Renewal,196129,54,2025-04-04,2025-01-17
3688,1865,1,8,3,1,New,193912,89,2025-11-25,2025-08-30
3689,1772,2,5,1,3,Renewal,123235,59,2026-01-01,2025-08-13
3690,1987,3,10,1,2,New,71423,91,2025-07-12,2025-04-02
3691,1285,1,23,4,3,Expansion,82755,38,2025-09-16,2025-06-21
3692,342,5,24,4,1,Expansion,132253,80,2025-05-10,2025-01-07
3693,1822,1,8,5,1,New,97275,67,2025-07-11,2025-04-25
3694,458,4,25,4,3,Renewal,208497,93,2026-02-19,2025-10-14
3695,731,3,27,3,1,New,117154,24,2025-08-10,2025-06-11
3696,903,1,24,3,3,New,105786,73,2025-05-08,2025-01-05
3697,1276,3,2,5,2,New,149356,73,2025-08-29,2025-05-17
3698,260,2,11,5,3,Renewal,229511,79,2025-10-24,2025-08-11
3699,1150,4,20,2,2,New,74620,50,2025-09-14,2025-08-09
3700,785,2,11,3,1,Renewal,105998,21,2026-03-04,2025-09-05
3701,1423,3,3,5,1,Renewal,134419,76,2025-11-05,2025-05-09
3702,447,1,27,2,2,Renewal,220400,35,2025-08-19,2025-05-17
3703,1086,1,22,1,3,New,139109,64,2025-05-20,2025-03-23
3704,1921,3,14,1,2,New,82674,58,2025-05-31,2025-02-09
3705,1923,4,25,3,1,Renewal,49627,28,2025-06-11,2025-03-07
3706,81,5,4,1,1,Expansion,80719,77,2025-05-08,2025-02-25
3707,1476,4,3,5,3,Expansion,150311,44,2025-07-14,2025-01-23
3708,1802,3,8,4,2,Renewal,155176,95,2025-05-06,2025-03-03
3709,1056,1,16,5,1,Renewal,12172,11,2025-10-28,2025-09-24
3710,1055,5,26,5,3,New,238752,11,2025-11-25,2025-06-18
3711,1120,1,9,1,1,New,66788,46,2025-05-10,2025-01-13
3712,1133,1,23,1,2,Expansion,108737,38,2025-12-03,2025-06-24
3713,1687,4,26,5,3,New,19971,91,2025-06-01,2025-04-05
3714,141,1,14,4,3,Expansion,89550,63,2025-03-18,2025-01-12
3715,154,2,30,3,2,Expansion,127445,64,2025-07-18,2025-05-13
3716,236,2,23,3,3,New,147280,34,2025-10-01,2025-07-23
3717,937,3,20,5,3,Expansion,215369,43,2026-02-16,2025-10-27
3718,154,2,13,1,3,New,48963,10,2025-08-01,2025-05-06
3719,1483,3,24,4,2,Renewal,119380,55,2025-11-10,2025-09-11
3720,801,3,16,5,3,Expansion,35310,37,2025-04-25,2025-01-12
3721,1278,3,28,1,2,Renewal,71635,74,2026-02-27,2025-10-19
3722,1330,1,13,3,2,Expansion,20345,77,2025-09-21,2025-07-17
3723,1447,5,29,3,1,New,218222,26,2025-06-02,2025-03-07
3724,967,2,9,5,2,Renewal,111069,42,2025-05-06,2025-02-18
3725,203,2,22,5,2,Renewal,223580,56,2025-12-11,2025-09-08
3726,1115,4,4,5,3,Expansion,13492,51,2025-12-06,2025-09-16
3727,503,3,29,1,3,New,67474,57,2025-08-28,2025-05-19
3728,1384,4,17,5,2,Expansion,158006,79,2025-11-19,2025-09-19
3729,353,1,14,5,2,Renewal,107750,58,2025-06-25,2025-04-11
3730,1361,5,14,2,2,Renewal,124187,30,2025-06-12,2025-03-13
3731,1104,2,3,2,2,Expansion,99248,39,2025-07-11,2025-05-11
3732,422,5,24,5,3,Expansion,207287,54,2025-11-20,2025-06-23
3733,1682,1,6,2,3,New,14652,21,2026-01-25,2025-08-21
3734,1389,1,14,2,3,Expansion,87647,56,2025-03-15,2025-01-10
3735,792,5,10,3,2,New,68513,56,2025-07-30,2025-04-20
3736,1803,3,23,2,3,New,29195,13,2025-07-08,2025-04-22
3737,1508,1,27,5,2,Expansion,229671,94,2026-01-03,2025-08-07
3738,1305,1,29,4,2,Renewal,177701,72,2025-10-09,2025-05-12
3739,1323,2,25,1,3,New,35583,20,2025-05-17,2025-02-01
3740,1130,2,17,3,1,Renewal,204426,69,2025-12-26,2025-10-13
3741,37,1,21,5,2,New,132886,70,2025-09-21,2025-06-27
3742,1775,3,5,2,2,New,65507,85,2025-06-28,2025-04-26
3743,541,2,12,4,2,Renewal,128230,33,2026-01-15,2025-08-22
3744,742,4,22,3,1,Renewal,53215,23,2026-03-07,2025-09-24
3745,383,1,4,3,3,Expansion,91005,65,2025-04-16,2025-01-18
3746,776,2,17,2,3,Expansion,226820,60,2026-03-05,2025-10-01
3747,1705,5,28,3,1,Renewal,222686,12,2025-10-22,2025-05-27
3748,1844,5,25,5,1,Renewal,106601,94,2026-01-02,2025-09-15
3749,1542,4,2,4,3,Renewal,193910,41,2025-09-12,2025-04-01
3750,495,2,21,1,1,Renewal,93160,49,2025-09-16,2025-07-28
3751,1460,4,19,3,2,Expansion,205593,66,2026-01-31,2025-08-20
3752,1625,1,17,5,3,Expansion,216411,65,2025-09-04,2025-04-21
3753,1884,1,28,2,3,Expansion,95345,89,2025-09-19,2025-05-29
3754,277,1,4,5,2,Expansion,206168,66,2025-06-26,2025-03-30
3755,681,1,3,5,2,Expansion,130750,37,2026-02-12,2025-09-11
3756,866,2,13,2,3,Renewal,249933,84,2025-11-11,2025-07-14
3757,1569,5,20,4,3,Expansion,131835,82,2025-07-15,2025-02-13
3758,1285,2,26,2,1,New,21532,80,2025-04-09,2025-03-05
3759,200,3,6,5,2,New,185061,63,2025-06-10,2025-01-30
3760,655,1,11,4,2,Expansion,163661,53,2025-05-30,2025-02-25
3761,1572,1,19,4,2,New,35730,90,2025-06-17,2025-01-08
3762,4,3,21,3,3,New,192094,71,2025-07-12,2025-04-04
3763,1350,2,16,3,3,Renewal,191472,85,2025-12-06,2025-07-21
3764,1442,2,20,3,3,Renewal,62002,15,2025-08-24,2025-06-26
3765,255,5,15,2,3,Renewal,97002,18,2025-06-27,2025-04-03
3766,422,2,11,2,2,Renewal,131450,57,2026-01-18,2025-08-18
3767,910,2,9,2,2,Renewal,219496,52,2026-03-02,2025-09-30
3768,99,2,22,1,1,Renewal,88526,92,2025-10-05,2025-08-13
3769,3,4,30,4,1,New,175032,90,2025-09-11,2025-04-04
3770,1958,4,3,5,3,Renewal,19235,71,2025-09-23,2025-05-16
3771,1818,4,20,4,3,Renewal,81552,70,2025-05-11,2025-03-19
3772,246,2,10,2,2,Expansion,112248,64,2025-12-15,2025-09-14
3773,104,2,5,3,1,Renewal,111412,83,2025-09-14,2025-07-10
3774,668,5,15,4,2,Expansion,64232,50,2025-06-06,2025-01-06
3775,1555,1,24,1,3,Expansion,140867,32,2025-12-21,2025-09-25
3776,1220,3,26,4,2,Expansion,80262,63,2025-04-23,2025-02-06
3777,776,1,9,5,3,Expansion,177512,87,2025-08-26,2025-04-15
3778,1909,2,4,5,2,Expansion,56151,66,2025-10-28,2025-06-20
3779,611,3,8,5,1,Renewal,162847,50,2025-05-29,2025-02-02
3780,1821,4,7,1,1,New,180903,60,2025-08-20,2025-04-13
3781,1457,1,26,1,2,New,187949,19,2025-10-23,2025-07-19
3782,913,5,15,1,2,New,230011,74,2025-04-19,2025-02-25
3783,1518,3,25,2,3,Renewal,201226,70,2025-09-20,2025-05-07
3784,1907,2,16,2,3,Renewal,93074,84,2026-02-13,2025-10-06
3785,944,4,23,1,2,Expansion,104513,48,2026-03-20,2025-09-22
3786,1578,1,16,1,1,Renewal,191769,85,2025-09-08,2025-07-16
3787,599,5,6,4,1,New,23009,94,2025-08-30,2025-03-07
3788,445,1,7,2,2,Renewal,143513,83,2025-09-07,2025-04-10
3789,862,1,6,1,1,New,123916,79,2026-01-13,2025-10-02
3790,737,4,16,1,3,Renewal,45496,87,2025-07-18,2025-02-04
3791,354,3,3,5,2,Renewal,218796,62,2025-07-14,2025-02-13
3792,1365,3,11,5,3,Renewal,51028,29,2025-08-25,2025-04-23
3793,1809,2,23,5,2,New,155849,72,2025-06-04,2025-01-14
3794,12,2,25,2,3,Renewal,214013,32,2025-07-24,2025-04-25
3795,1947,2,18,4,3,Expansion,170554,73,2025-06-28,2025-02-23
3796,1831,2,12,5,3,Renewal,117463,48,2025-11-15,2025-09-06
