usage_id,customer_id,product_id,usage_date,active_users,licensed_seats,utilization_percent
7772,1821,2,2025-07-12,91,1407,6.47
7773,121,5,2025-07-05,229,747,30.66
7774,462,4,2025-04-20,865,4595,18.82
7775,997,4,2025-05-23,1770,2772,63.85
7776,1394,5,2025-09-23,606,4843,12.51
7777,1016,1,2025-01-25,1166,3074,37.93
7778,893,4,2025-01-15,3053,4711,64.81
7779,46,3,2025-11-24,1479,2858,51.75
7780,1579,4,2025-11-09,2069,2596,79.7
7781,1388,1,2025-08-13,163,3388,4.81
7782,1966,5,2025-03-24,1127,2548,44.23
7783,553,1,2025-08-09,2380,4510,52.77
7784,1544,2,2025-04-29,946,1261,75.02
7785,522,4,2025-03-05,1382,1519,90.98
7786,315,1,2025-01-30,799,2390,33.43
7787,1126,4,2025-08-01,752,1399,53.75
7788,1467,5,2025-02-01,588,2889,20.35
7789,971,2,2025-08-18,38,100,38.0
7790,629,1,2025-08-28,3674,4623,79.47
7791,1121,1,2025-02-09,1553,1896,81.91
7792,329,1,2025-09-11,1189,1612,73.76
7793,817,5,2025-05-20,1619,4285,37.78
7794,1855,1,2025-03-26,1085,2326,46.65
7795,1034,1,2025-05-02,219,273,80.22
7796,1224,2,2025-10-03,4111,4535,90.65
7797,446,5,2025-10-22,643,753,85.39
7798,360,5,2025-12-31,3330,4354,76.48
7799,1915,4,2025-09-15,1505,3950,38.1
7800,1722,5,2025-01-23,2015,3018,66.77
7801,105,5,2025-04-07,1927,2805,68.7
7802,1841,4,2025-08-06,257,1885,13.63
7803,1414,1,2025-11-03,1268,2640,48.03
7804,1948,2,2025-09-29,2279,2883,79.05
7805,504,4,2025-03-25,3414,3908,87.36
7806,1835,1,2025-10-20,119,196,60.71
7807,68,5,2025-12-15,2995,4801,62.38
7808,1213,5,2025-12-18,250,356,70.22
7809,1552,4,2025-07-29,743,1672,44.44
7810,1261,1,2025-12-18,1419,4696,30.22
7811,514,4,2025-11-11,169,290,58.28
7812,1154,5,2025-05-09,738,1682,43.88
7813,1648,5,2025-09-01,13,940,1.38
7814,299,1,2025-11-16,515,1897,27.15
7815,357,2,2025-03-28,632,1011,62.51
7816,229,2,2025-11-03,1393,4984,27.95
7817,878,4,2025-07-06,2366,3006,78.71
7818,421,5,2025-01-15,285,2575,11.07
7819,1762,4,2025-05-18,636,647,98.3
7820,1447,4,2025-03-08,782,1453,53.82
7821,663,3,2025-07-26,624,3102,20.12
7822,147,3,2025-10-27,41,71,57.75
7823,1366,3,2025-01-12,1004,4030,24.91
7824,66,5,2025-04-09,2876,3494,82.31
7825,1574,4,2025-10-14,1111,1162,95.61
7826,726,3,2025-04-01,683,758,90.11
7827,660,3,2025-12-18,2095,3000,69.83
7828,1256,1,2025-09-28,1892,2185,86.59
7829,1550,4,2025-05-10,623,843,73.9
7830,309,4,2025-02-22,1684,2241,75.15
7831,1056,2,2025-02-15,671,2321,28.91
7832,1809,5,2025-01-17,328,683,48.02
7833,595,1,2025-09-03,988,1083,91.23
7834,1366,2,2025-04-14,1912,4030,47.44
7835,1891,3,2025-12-25,905,4162,21.74
7836,1142,3,2025-04-24,209,378,55.29
7837,1829,1,2025-11-22,2947,3862,76.31
7838,603,3,2025-05-15,308,367,83.92
7839,1821,1,2025-04-13,759,1407,53.94
7840,1084,5,2025-08-28,697,711,98.03
7841,1935,4,2025-07-16,31,1717,1.81
7842,1401,1,2025-11-05,258,4462,5.78
7843,750,5,2025-02-23,4029,4044,99.63
7844,712,3,2025-02-15,1077,2762,38.99
7845,1437,3,2025-03-26,1788,1847,96.81
7846,1686,1,2025-11-23,261,370,70.54
7847,451,4,2025-05-04,1436,3835,37.44
7848,1058,3,2025-09-18,1456,1693,86.0
7849,1698,2,2025-08-28,943,2059,45.8
7850,94,4,2025-07-24,398,1084,36.72
7851,991,1,2025-06-09,2878,4634,62.11
7852,482,4,2025-12-14,2179,4102,53.12
7853,1873,5,2025-08-23,21,129,16.28
7854,660,5,2025-01-29,2591,3000,86.37
7855,1506,5,2025-06-18,857,1688,50.77
7856,1719,5,2025-03-13,1693,3479,48.66
7857,1300,5,2025-05-22,465,2470,18.83
7858,959,1,2025-04-09,506,1371,36.91
7859,1230,2,2025-03-11,4410,4975,88.64
7860,1380,4,2025-02-18,1351,2156,62.66
7861,1327,3,2025-10-16,1497,1972,75.91
7862,990,3,2025-12-23,1526,2283,66.84
7863,1952,3,2025-09-05,170,265,64.15
7864,330,4,2025-11-07,1239,3432,36.1
7865,1534,2,2025-01-26,1166,2509,46.47
7866,675,4,2025-05-29,3351,3810,87.95
7867,1789,4,2025-08-29,132,767,17.21
7868,1420,3,2025-10-01,607,833,72.87
7869,999,4,2025-12-23,2322,3904,59.48
7870,251,5,2025-10-31,2836,3832,74.01
7871,1460,1,2025-08-26,2414,3540,68.19
7872,606,5,2025-09-18,1039,1917,54.2
7873,1994,4,2025-07-25,1008,1279,78.81
7874,1119,5,2025-12-10,3898,4627,84.24
7875,1707,1,2025-12-12,368,1257,29.28
7876,698,4,2025-11-20,202,1249,16.17
7877,1687,1,2025-12-18,474,2089,22.69
7878,1270,3,2025-04-06,209,476,43.91
7879,223,3,2025-09-20,59,220,26.82
7880,475,2,2025-08-24,909,4741,19.17
7881,1254,2,2025-07-30,1817,2620,69.35
7882,1136,5,2025-04-04,2465,3661,67.33
7883,176,3,2025-01-19,2969,4445,66.79
7884,804,5,2025-06-05,58,104,55.77
7885,384,5,2025-10-14,3405,4615,73.78
7886,141,3,2025-03-08,1091,2409,45.29
7887,107,5,2025-01-26,383,4603,8.32
7888,1703,3,2025-06-03,1306,1386,94.23
7889,1500,3,2025-05-08,1086,1371,79.21
7890,249,1,2025-04-14,3519,3688,95.42
7891,913,5,2025-10-10,3267,4545,71.88
7892,755,1,2025-11-04,2587,2940,87.99
7893,32,1,2025-03-29,1961,4028,48.68
7894,1713,1,2025-03-19,511,3073,16.63
7895,1069,1,2025-10-26,108,2993,3.61
7896,953,4,2025-08-15,68,150,45.33
7897,33,5,2025-11-09,190,3154,6.02
7898,137,3,2025-05-02,893,2411,37.04
7899,234,4,2025-03-28,358,678,52.8
7900,421,2,2025-06-17,1856,2575,72.08
7901,673,4,2025-11-29,368,4077,9.03
7902,1623,5,2025-12-15,3360,4873,68.95
7903,716,4,2025-04-23,183,252,72.62
7904,1955,5,2025-09-27,1799,3062,58.75
7905,1657,4,2025-03-27,1801,2361,76.28
7906,1852,4,2025-11-25,995,2838,35.06
7907,1474,1,2025-08-08,2526,3354,75.31
7908,33,1,2025-03-19,810,3154,25.68
7909,1150,2,2025-09-06,638,3522,18.11
7910,1576,2,2025-10-06,3741,4653,80.4
7911,1572,4,2025-05-30,498,914,54.49
7912,1865,1,2025-06-27,4675,4762,98.17
7913,1704,3,2025-08-08,175,507,34.52
7914,222,4,2025-09-29,3921,4747,82.6
7915,220,3,2025-07-12,1561,4148,37.63
7916,130,4,2025-05-11,2597,3647,71.21
7917,528,4,2025-01-14,1028,2569,40.02
7918,1619,3,2025-12-23,37,2262,1.64
7919,782,1,2025-12-10,3529,4560,77.39
7920,1272,3,2025-05-18,1115,1133,98.41
7921,1407,2,2025-12-19,93,108,86.11
7922,923,1,2025-02-13,1637,3221,50.82
7923,1053,3,2025-03-01,167,1114,14.99
7924,1144,2,2025-10-26,767,1648,46.54
7925,194,2,2025-09-23,239,405,59.01
7926,895,3,2025-09-26,195,356,54.78
7927,1551,4,2025-12-18,839,3580,23.44
7928,414,1,2025-08-09,362,692,52.31
7929,1635,4,2025-03-13,47,109,43.12
7930,360,5,2025-01-04,80,4354,1.84
7931,297,3,2025-04-13,1047,1101,95.1
7932,1965,1,2025-07-08,2627,4033,65.14
7933,1485,4,2025-08-08,280,1350,20.74
7934,970,4,2025-01-25,1278,2134,59.89
7935,1711,4,2025-08-12,3306,3561,92.84
7936,823,1,2025-02-03,3679,3711,99.14
7937,364,5,2025-05-09,1135,3764,30.15
7938,1392,4,2025-12-21,1512,2419,62.51
7939,480,2,2025-07-04,2343,4048,57.88
7940,1190,3,2025-04-30,14,911,1.54
7941,506,5,2025-06-04,1955,4154,47.06
7942,268,3,2025-01-08,554,899,61.62
7943,1112,1,2025-10-02,496,793,62.55
7944,947,1,2025-08-05,98,1393,7.04
7945,1319,1,2025-06-09,2505,4582,54.67
7946,395,4,2025-09-20,897,1934,46.38
7947,1740,2,2025-01-07,1853,4486,41.31
7948,1194,5,2025-05-24,591,2331,25.35
7949,393,3,2025-06-28,3144,3440,91.4
7950,1597,1,2025-01-20,3161,4052,78.01
7951,1012,1,2025-07-17,1094,1251,87.45
7952,1969,4,2025-11-26,2420,2510,96.41
7953,877,1,2025-03-19,90,157,57.32
7954,870,2,2025-06-05,1333,1569,84.96
7955,1025,5,2025-01-24,3088,3529,87.5
7956,696,3,2025-09-25,179,257,69.65
7957,606,5,2025-04-26,1769,1917,92.28
7958,1747,3,2025-12-21,502,4853,10.34
7959,1627,2,2025-09-15,954,1085,87.93
7960,839,1,2025-08-26,43,50,86.0
7961,549,4,2025-03-30,549,1267,43.33
7962,864,3,2025-07-15,1037,2644,39.22
7963,227,1,2025-07-23,3709,4396,84.37
7964,1405,2,2025-09-23,87,1618,5.38
7965,935,2,2025-11-27,2107,3397,62.03
7966,1694,1,2025-01-08,2892,3069,94.23
7967,1915,5,2025-04-14,2908,3950,73.62
7968,1337,3,2025-01-29,102,103,99.03
7969,1082,1,2025-01-27,469,3080,15.23
7970,1196,1,2025-03-21,835,1050,79.52
7971,772,5,2025-01-21,515,4875,10.56
7972,1221,5,2025-06-04,3419,3548,96.36
7973,1505,5,2025-05-25,35,448,7.81
7974,1464,1,2025-11-09,34,1021,3.33
7975,1777,2,2025-11-25,212,687,30.86
7976,73,3,2025-04-10,1982,3195,62.03
7977,1527,5,2025-06-12,1148,1722,66.67
7978,526,5,2025-11-09,3581,4527,79.1
7979,1561,1,2025-01-17,725,3314,21.88
7980,1735,2,2025-02-04,1050,1785,58.82
7981,474,1,2025-01-27,2224,4939,45.03
7982,144,2,2025-08-22,2897,4132,70.11
7983,953,1,2025-07-11,130,150,86.67
7984,1279,1,2025-10-04,3399,3876,87.69
7985,1210,2,2025-04-20,1075,3424,31.4
7986,776,1,2025-01-10,815,2637,30.91
7987,1181,4,2025-01-11,1510,1619,93.27
7988,1493,1,2025-04-21,601,4092,14.69
7989,744,2,2025-03-31,519,667,77.81
7990,949,3,2025-03-18,1375,3152,43.62
7991,702,2,2025-07-14,3495,4573,76.43
7992,376,5,2025-03-26,1242,2054,60.47
7993,1783,3,2025-05-05,3381,4775,70.81
7994,29,5,2025-11-13,787,1608,48.94
7995,639,2,2025-09-23,3458,3567,96.94
7996,460,1,2025-12-16,648,4234,15.3
7997,1829,5,2025-01-28,197,3862,5.1
7998,833,5,2025-10-19,856,3680,23.26
7999,1941,3,2025-01-18,226,234,96.58
8000,950,4,2025-10-08,1273,1378,92.38
8001,1704,1,2025-01-04,229,507,45.17
8002,1247,3,2025-07-28,1994,2143,93.05
8003,1075,5,2025-07-11,2616,4055,64.51
8004,164,3,2025-09-29,12,4863,0.25
8005,332,4,2025-04-24,458,4354,10.52
8006,1429,5,2025-01-21,176,1573,11.19
8007,293,2,2025-04-22,2194,3006,72.99
8008,1472,1,2025-06-08,647,3119,20.74
8009,925,4,2025-04-28,2163,3468,62.37
8010,674,5,2025-08-20,3824,4202,91.0
8011,1694,5,2025-07-25,1679,3069,54.71
8012,1112,2,2025-12-04,157,793,19.8
8013,1377,1,2025-05-09,4240,4797,88.39
8014,891,2,2025-09-10,2137,2963,72.12
8015,638,4,2025-05-30,306,1431,21.38
8016,917,1,2025-01-02,577,933,61.84
8017,829,3,2025-04-22,706,2111,33.44
8018,1168,3,2025-07-12,213,1385,15.38
8019,1383,4,2025-04-29,754,1536,49.09
8020,1600,5,2025-11-21,226,4057,5.57
8021,641,2,2025-05-30,141,196,71.94
8022,115,3,2025-01-29,1964,3006,65.34
8023,1325,5,2025-06-13,1458,2363,61.7
8024,1908,3,2025-09-28,1350,2514,53.7
8025,1374,2,2025-10-27,4030,4735,85.11
8026,455,3,2025-07-17,2185,3046,71.73
8027,1503,5,2025-08-30,172,332,51.81
8028,1427,5,2025-09-14,715,4925,14.52
8029,902,4,2025-05-05,3715,4540,81.83
8030,1817,4,2025-02-09,255,1086,23.48
8031,1405,1,2025-05-14,1408,1618,87.02
8032,385,1,2025-06-15,581,2755,21.09
8033,969,2,2025-01-25,1846,2914,63.35
8034,164,1,2025-02-21,1404,4863,28.87
8035,600,4,2025-06-08,12,915,1.31
8036,862,5,2025-10-24,110,4145,2.65
8037,1115,1,2025-05-01,27,629,4.29
8038,716,3,2025-07-16,168,252,66.67
8039,1148,2,2025-02-15,1104,2381,46.37
8040,1873,4,2025-06-19,10,129,7.75
8041,1075,2,2025-09-16,1372,4055,33.83
8042,1405,3,2025-07-05,847,1618,52.35
8043,469,5,2025-03-12,2225,4499,49.46
8044,1860,5,2025-01-09,1623,4210,38.55
8045,777,1,2025-11-25,4218,4845,87.06
8046,1899,3,2025-11-09,957,4363,21.93
8047,1957,1,2025-08-08,1442,3433,42.0
8048,37,3,2025-04-17,570,611,93.29
8049,1720,2,2025-08-04,2104,3200,65.75
8050,550,2,2025-11-28,2963,3425,86.51
8051,36,5,2025-01-17,759,4169,18.21
8052,1381,2,2025-03-07,730,2387,30.58
8053,1772,2,2025-05-14,2216,2293,96.64
8054,1339,4,2025-09-29,1673,2060,81.21
8055,670,3,2025-05-27,1529,2821,54.2
8056,1427,3,2025-11-14,4632,4925,94.05
8057,794,5,2025-10-30,228,1008,22.62
8058,1722,1,2025-10-25,1868,3018,61.9
8059,1164,1,2025-05-04,3437,4259,80.7
8060,733,1,2025-05-07,4228,4546,93.0
8061,279,4,2025-04-23,736,1415,52.01
8062,930,5,2025-01-23,542,2292,23.65
8063,857,1,2025-08-06,1301,2125,61.22
8064,1777,5,2025-01-30,598,687,87.05
8065,821,3,2025-01-13,836,1043,80.15
8066,515,5,2025-02-02,579,2204,26.27
8067,334,1,2025-08-24,530,2069,25.62
8068,1998,3,2025-11-30,142,2646,5.37
8069,589,3,2025-08-12,197,415,47.47
8070,1642,2,2025-12-28,505,521,96.93
8071,958,4,2025-01-30,1092,2762,39.54
8072,568,1,2025-08-23,1583,3149,50.27
8073,1429,4,2025-12-31,712,1573,45.26
8074,1513,1,2025-04-22,227,3072,7.39
8075,674,2,2025-05-20,3685,4202,87.7
8076,390,4,2025-02-11,1049,2368,44.3
8077,777,5,2025-09-23,3611,4845,74.53
8078,37,1,2025-02-27,342,611,55.97
8079,673,5,2025-05-25,2199,4077,53.94
8080,903,4,2025-06-30,898,1118,80.32
8081,384,2,2025-12-31,1127,4615,24.42
8082,1579,4,2025-03-02,924,2596,35.59
8083,485,2,2025-08-01,1420,3789,37.48
8084,1644,4,2025-06-24,2885,3343,86.3
8085,355,1,2025-10-02,637,2192,29.06
8086,1147,2,2025-05-17,733,1261,58.13
8087,871,2,2025-02-14,416,568,73.24
8088,393,5,2025-07-15,3027,3440,87.99
8089,1542,5,2025-04-05,2645,3066,86.27
8090,439,5,2025-08-17,1941,3138,61.85
8091,339,2,2025-01-22,2498,4654,53.67
8092,749,2,2025-04-27,818,4689,17.45
8093,426,4,2025-04-21,1332,3168,42.05
8094,581,2,2025-09-19,398,488,81.56
8095,620,5,2025-12-16,1354,1837,73.71
8096,372,3,2025-10-20,1694,3842,44.09
8097,1326,2,2025-12-16,1298,1330,97.59
8098,1622,3,2025-10-07,1243,1870,66.47
8099,124,1,2025-08-07,1485,2217,66.98
8100,759,3,2025-12-26,3031,3994,75.89
8101,1149,1,2025-03-19,67,1816,3.69
8102,387,1,2025-02-20,365,646,56.5
8103,28,1,2025-04-03,515,546,94.32
8104,671,2,2025-07-04,2071,3997,51.81
8105,208,5,2025-01-15,13,2240,0.58
8106,1839,2,2025-11-15,2081,4095,50.82
8107,372,5,2025-03-26,1775,3842,46.2
8108,1811,2,2025-08-09,1199,1772,67.66
8109,1150,5,2025-03-21,245,3522,6.96
8110,633,2,2025-09-12,4409,4830,91.28
8111,748,4,2025-12-20,1461,2006,72.83
8112,1689,2,2025-09-08,540,1144,47.2
8113,1586,5,2025-09-29,237,480,49.38
8114,1462,4,2025-12-13,1486,3668,40.51
8115,1325,2,2025-03-23,2284,2363,96.66
8116,690,5,2025-12-28,1751,2291,76.43
8117,825,4,2025-10-24,269,634,42.43
8118,114,5,2025-06-04,2178,2315,94.08
8119,279,3,2025-09-02,951,1415,67.21
8120,455,3,2025-03-27,78,3046,2.56
8121,495,2,2025-02-28,657,1394,47.13
8122,1756,3,2025-06-04,683,3926,17.4
8123,355,2,2025-11-17,1401,2192,63.91
8124,380,1,2025-10-14,1625,3549,45.79
8125,1265,5,2025-05-19,798,1601,49.84
8126,981,1,2025-02-16,554,1483,37.36
8127,658,2,2025-05-17,149,879,16.95
8128,1474,2,2025-10-14,2331,3354,69.5
8129,1373,3,2025-03-02,1379,3679,37.48
8130,1653,5,2025-03-19,1070,1093,97.9
8131,263,3,2025-10-15,4254,4271,99.6
8132,1789,3,2025-02-15,271,767,35.33
8133,29,3,2025-09-24,889,1608,55.29
8134,1610,5,2025-07-07,1070,1195,89.54
8135,1736,5,2025-03-27,1634,4631,35.28
8136,522,5,2025-11-30,939,1519,61.82
8137,655,5,2025-02-19,687,1363,50.4
8138,333,3,2025-07-18,3467,4525,76.62
8139,648,5,2025-10-25,806,3123,25.81
8140,1778,4,2025-08-03,86,166,51.81
8141,1658,5,2025-03-11,1269,4238,29.94
8142,1015,1,2025-04-22,1430,4823,29.65
8143,391,1,2025-07-12,2153,2576,83.58
8144,1477,2,2025-07-17,1002,1592,62.94
8145,73,1,2025-07-24,351,3195,10.99
8146,131,2,2025-04-16,1967,2280,86.27
8147,424,5,2025-10-23,4196,4940,84.94
8148,1995,1,2025-10-14,2366,4234,55.88
8149,723,1,2025-12-08,1072,3597,29.8
8150,215,1,2025-05-27,1505,2877,52.31
8151,1756,2,2025-02-27,1061,3926,27.02
8152,1372,4,2025-04-27,2380,3222,73.87
8153,566,2,2025-07-30,950,1167,81.41
8154,1804,3,2025-03-09,1526,3766,40.52
8155,1381,5,2025-04-29,1058,2387,44.32
8156,1592,2,2025-12-15,731,1236,59.14
8157,393,1,2025-04-17,3032,3440,88.14
8158,762,3,2025-06-23,559,1412,39.59
8159,1124,1,2025-01-21,908,3752,24.2
8160,1971,5,2025-10-20,1881,1888,99.63
8161,1297,2,2025-06-04,2221,3847,57.73
8162,1573,1,2025-06-21,175,2346,7.46
8163,162,5,2025-12-22,2034,3827,53.15
8164,915,1,2025-01-31,258,1694,15.23
8165,1417,1,2025-10-30,269,842,31.95
8166,1794,4,2025-07-29,340,2242,15.17
8167,936,3,2025-10-20,784,1725,45.45
8168,608,2,2025-06-25,2161,3385,63.84
8169,1489,2,2025-10-07,367,2890,12.7
8170,1470,1,2025-03-13,1256,3829,32.8
8171,642,1,2025-03-13,2084,2606,79.97
8172,1438,3,2025-02-27,1270,1796,70.71
8173,1328,4,2025-01-08,521,2974,17.52
8174,1704,3,2025-09-21,81,507,15.98
8175,8,1,2025-06-24,448,4838,9.26
8176,1309,3,2025-06-26,305,3285,9.28
8177,1907,1,2025-09-11,1704,1729,98.55
8178,1776,2,2025-05-02,663,3628,18.27
8179,68,5,2025-09-07,397,4801,8.27
8180,979,2,2025-07-12,64,2626,2.44
8181,109,2,2025-02-09,1314,3721,35.31
8182,372,3,2025-10-07,152,3842,3.96
8183,982,4,2025-06-16,1868,3685,50.69
8184,578,3,2025-09-24,573,657,87.21
8185,1341,5,2025-12-24,201,293,68.6
8186,168,5,2025-03-27,1236,4119,30.01
8187,403,3,2025-09-29,2465,4164,59.2
8188,84,4,2025-09-19,3734,4766,78.35
8189,1950,5,2025-12-30,299,902,33.15
8190,1971,2,2025-07-13,684,1888,36.23
8191,1605,3,2025-08-06,2469,4957,49.81
8192,1806,1,2025-11-26,234,473,49.47
8193,1771,4,2025-12-24,803,2260,35.53
8194,1533,5,2025-11-30,1144,1326,86.27
8195,231,5,2025-05-22,575,3652,15.74
8196,1444,4,2025-03-25,1244,1512,82.28
8197,866,4,2025-04-03,603,3634,16.59
8198,608,2,2025-10-28,1780,3385,52.58
8199,948,2,2025-09-23,2717,3023,89.88
8200,1730,1,2025-04-28,637,3901,16.33
8201,1208,2,2025-10-12,199,1100,18.09
8202,366,2,2025-12-16,912,2134,42.74
8203,689,1,2025-11-29,254,4179,6.08
8204,444,1,2025-05-10,813,3701,21.97
8205,1702,2,2025-11-28,419,746,56.17
8206,369,5,2025-01-04,464,3493,13.28
8207,110,3,2025-02-27,1921,2043,94.03
8208,1301,3,2025-07-12,654,4233,15.45
8209,1981,4,2025-01-20,406,3840,10.57
8210,674,4,2025-08-30,561,4202,13.35
8211,120,5,2025-08-22,2768,4776,57.96
8212,1891,2,2025-01-28,1925,4162,46.25
8213,247,3,2025-06-22,1758,2808,62.61
8214,1018,3,2025-06-09,2090,2656,78.69
8215,903,3,2025-11-13,927,1118,82.92
8216,1593,2,2025-06-09,131,3017,4.34
8217,1579,2,2025-04-18,561,2596,21.61
8218,1688,1,2025-07-03,786,3073,25.58
8219,1673,1,2025-03-21,264,921,28.66
8220,530,1,2025-02-02,244,409,59.66
8221,1265,2,2025-04-01,974,1601,60.84
8222,1895,5,2025-01-24,157,1469,10.69
8223,396,2,2025-01-02,1433,2158,66.4
8224,267,4,2025-05-13,1729,2127,81.29
8225,1843,5,2025-05-17,2385,4453,53.56
8226,1922,5,2025-10-15,97,2907,3.34
8227,849,2,2025-12-12,20,117,17.09
8228,1778,2,2025-08-05,74,166,44.58
8229,209,4,2025-10-24,1765,2833,62.3
8230,1507,3,2025-09-24,1819,2811,64.71
8231,151,1,2025-01-22,1404,3173,44.25
8232,1874,3,2025-06-30,814,2077,39.19
8233,25,4,2025-05-23,1111,1805,61.55
8234,445,3,2025-03-01,86,2875,2.99
8235,1939,2,2025-12-10,114,630,18.1
8236,1798,4,2025-07-30,35,472,7.42
8237,1323,3,2025-08-02,4793,4982,96.21
8238,134,3,2025-08-21,2038,3904,52.2
8239,875,4,2025-09-11,291,310,93.87
8240,880,4,2025-06-06,3537,4305,82.16
8241,986,2,2025-06-22,54,83,65.06
8242,421,1,2025-06-20,271,2575,10.52
8243,845,4,2025-07-27,210,3432,6.12
8244,441,1,2025-03-25,1352,4448,30.4
8245,1602,3,2025-09-04,2260,2494,90.62
8246,24,4,2025-03-29,519,630,82.38
8247,1556,4,2025-11-11,466,2317,20.11
8248,1747,5,2025-10-03,2205,4853,45.44
8249,1383,4,2025-11-21,997,1536,64.91
8250,254,4,2025-06-18,2061,2284,90.24
8251,894,5,2025-06-09,1030,1466,70.26
8252,1386,3,2025-09-22,140,4088,3.42
8253,1931,1,2025-06-05,382,1475,25.9
8254,1877,5,2025-11-20,2117,4520,46.84
8255,1933,5,2025-05-10,324,2393,13.54
8256,498,1,2025-11-01,682,2079,32.8
8257,631,3,2025-06-14,1148,2960,38.78
8258,55,2,2025-12-05,683,2082,32.8
8259,630,4,2025-05-06,1933,2168,89.16
8260,165,1,2025-05-03,764,2524,30.27
8261,1087,5,2025-11-29,2276,4934,46.13
8262,816,2,2025-07-20,2410,3924,61.42
8263,1941,1,2025-02-09,187,234,79.91
8264,1452,3,2025-10-29,105,3905,2.69
8265,1996,5,2025-12-21,166,1279,12.98
8266,1336,1,2025-06-27,2147,2791,76.93
8267,1710,1,2025-12-02,2871,3003,95.6
8268,560,2,2025-04-17,2911,4662,62.44
8269,1918,4,2025-03-05,241,279,86.38
8270,1142,3,2025-02-01,95,378,25.13
8271,1023,1,2025-08-11,3118,3785,82.38
8272,556,3,2025-03-27,217,4834,4.49
8273,415,4,2025-07-12,605,1951,31.01
8274,24,3,2025-01-29,135,630,21.43
8275,885,5,2025-01-08,132,2936,4.5
8276,448,3,2025-02-28,1138,3639,31.27
8277,625,3,2025-11-22,318,515,61.75
8278,239,1,2025-11-22,2412,3398,70.98
8279,1897,4,2025-09-08,965,2548,37.87
8280,662,3,2025-10-10,807,2742,29.43
8281,1646,4,2025-10-27,17,106,16.04
8282,1733,2,2025-03-19,1901,3771,50.41
8283,525,4,2025-05-02,1319,2037,64.75
8284,94,1,2025-05-03,267,1084,24.63
8285,1667,1,2025-10-25,707,2670,26.48
8286,466,2,2025-10-18,203,1420,14.3
8287,803,4,2025-05-11,640,1327,48.23
8288,451,3,2025-10-06,3482,3835,90.8
8289,734,1,2025-12-27,1695,2103,80.6
8290,1424,3,2025-07-05,3308,3417,96.81
8291,1981,1,2025-05-27,1405,3840,36.59
8292,1724,1,2025-03-10,911,2036,44.74
8293,621,5,2025-10-23,81,4838,1.67
8294,1035,4,2025-07-09,1508,2326,64.83
8295,1766,1,2025-09-09,2041,2855,71.49
8296,1725,5,2025-10-17,405,1010,40.1
8297,504,4,2025-09-28,328,3908,8.39
8298,773,1,2025-12-09,1248,1954,63.87
8299,1093,3,2025-01-11,1578,2788,56.6
8300,509,2,2025-09-20,3194,4854,65.8
8301,564,4,2025-06-10,57,1260,4.52
8302,1813,3,2025-08-24,983,1010,97.33
8303,1398,3,2025-04-18,249,2848,8.74
8304,1598,3,2025-10-08,127,784,16.2
8305,515,3,2025-08-03,1442,2204,65.43
8306,692,2,2025-02-08,2565,4584,55.96
8307,856,5,2025-03-17,1010,2696,37.46
8308,372,4,2025-03-28,177,3842,4.61
8309,534,1,2025-05-02,304,2655,11.45
8310,915,1,2025-12-10,17,1694,1.0
8311,94,1,2025-05-31,368,1084,33.95
8312,1279,5,2025-12-15,3400,3876,87.72
8313,899,3,2025-08-19,643,1304,49.31
8314,1567,2,2025-04-22,2115,2903,72.86
8315,1039,4,2025-01-31,731,4928,14.83
8316,715,2,2025-12-04,681,978,69.63
8317,834,4,2025-02-09,284,337,84.27
8318,650,1,2025-02-19,539,1062,50.75
8319,1020,4,2025-02-23,789,3001,26.29
8320,508,2,2025-03-13,1303,4238,30.75
8321,1952,3,2025-05-20,109,265,41.13
8322,432,2,2025-02-09,978,2511,38.95
8323,1129,1,2025-06-10,2240,2438,91.88
8324,702,5,2025-09-26,3688,4573,80.65
8325,1444,5,2025-06-30,1407,1512,93.06
8326,517,4,2025-09-24,278,892,31.17
8327,758,4,2025-12-07,521,3017,17.27
8328,1359,5,2025-04-03,430,4868,8.83
8329,1627,4,2025-09-06,857,1085,78.99
8330,440,5,2025-08-16,2696,4427,60.9
8331,197,5,2025-10-29,316,588,53.74
8332,517,4,2025-06-20,794,892,89.01
8333,1055,1,2025-06-10,233,2314,10.07
8334,1066,4,2025-01-19,366,502,72.91
8335,1588,2,2025-11-18,300,2903,10.33
8336,471,4,2025-09-16,828,2202,37.6
8337,886,3,2025-05-12,2095,2699,77.62
8338,465,1,2025-10-06,2660,3401,78.21
8339,561,1,2025-11-15,717,4067,17.63
8340,1200,3,2025-07-18,3060,4066,75.26
8341,76,3,2025-03-25,1112,4401,25.27
8342,1289,2,2025-05-19,1325,2697,49.13
8343,349,3,2025-09-19,1347,2758,48.84
8344,713,4,2025-08-31,4124,4648,88.73
8345,773,3,2025-10-17,1813,1954,92.78
8346,1215,1,2025-05-17,358,3144,11.39
8347,1617,5,2025-11-09,1182,1628,72.6
8348,333,4,2025-03-21,4424,4525,97.77
8349,1487,1,2025-06-07,2007,3320,60.45
8350,1556,4,2025-08-19,1322,2317,57.06
8351,1078,4,2025-01-28,566,985,57.46
8352,251,2,2025-07-08,1007,3832,26.28
8353,634,5,2025-02-06,293,3176,9.23
8354,559,5,2025-08-09,2644,4896,54.0
8355,364,5,2025-04-20,791,3764,21.01
8356,1401,2,2025-08-03,3259,4462,73.04
8357,1967,5,2025-06-14,205,343,59.77
